2024-03-27 16:10:44,910 INFO    StreamThr :18928 [internal.py:wandb_internal():86] W&B internal server running at pid: 18928, started at: 2024-03-27 16:10:44.908365
2024-03-27 16:10:44,916 DEBUG   HandlerThread:18928 [handler.py:handle_request():146] handle_request: status
2024-03-27 16:10:44,916 INFO    WriterThread:18928 [datastore.py:open_for_write():87] open: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_161044-f34oyjgz\run-f34oyjgz.wandb
2024-03-27 16:10:44,916 DEBUG   SenderThread:18928 [sender.py:send():379] send: header
2024-03-27 16:10:45,040 DEBUG   SenderThread:18928 [sender.py:send():379] send: run
2024-03-27 16:10:46,176 INFO    SenderThread:18928 [dir_watcher.py:__init__():211] watching files in: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_161044-f34oyjgz\files
2024-03-27 16:10:46,178 INFO    SenderThread:18928 [sender.py:_start_run_threads():1124] run started: f34oyjgz with start time 1711527044.908364
2024-03-27 16:10:46,190 DEBUG   HandlerThread:18928 [handler.py:handle_request():146] handle_request: check_version
2024-03-27 16:10:46,190 DEBUG   SenderThread:18928 [sender.py:send_request():406] send_request: check_version
2024-03-27 16:10:47,222 DEBUG   HandlerThread:18928 [handler.py:handle_request():146] handle_request: run_start
2024-03-27 16:10:47,236 DEBUG   HandlerThread:18928 [system_info.py:__init__():26] System info init
2024-03-27 16:10:47,236 DEBUG   HandlerThread:18928 [system_info.py:__init__():41] System info init done
2024-03-27 16:10:47,236 INFO    HandlerThread:18928 [system_monitor.py:start():194] Starting system monitor
2024-03-27 16:10:47,238 INFO    HandlerThread:18928 [system_monitor.py:probe():214] Collecting system info
2024-03-27 16:10:47,239 INFO    SystemMonitor:18928 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-27 16:10:47,239 DEBUG   HandlerThread:18928 [system_info.py:probe():150] Probing system
2024-03-27 16:10:47,240 INFO    SystemMonitor:18928 [interfaces.py:start():190] Started cpu monitoring
2024-03-27 16:10:47,242 INFO    SystemMonitor:18928 [interfaces.py:start():190] Started disk monitoring
2024-03-27 16:10:47,248 INFO    SystemMonitor:18928 [interfaces.py:start():190] Started memory monitoring
2024-03-27 16:10:47,248 INFO    SystemMonitor:18928 [interfaces.py:start():190] Started network monitoring
2024-03-27 16:10:47,248 DEBUG   HandlerThread:18928 [system_info.py:_probe_git():135] Probing git
2024-03-27 16:10:47,561 DEBUG   HandlerThread:18928 [system_info.py:_probe_git():143] Probing git done
2024-03-27 16:10:47,561 DEBUG   HandlerThread:18928 [system_info.py:probe():198] Probing system done
2024-03-27 16:10:47,561 DEBUG   HandlerThread:18928 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.11.5', 'heartbeatAt': '2024-03-27T08:10:47.239475', 'startedAt': '2024-03-27T08:10:44.897634', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'd:\\MScDataSparqProject\\Supporting_files\\main_test.py', 'codePathLocal': 'main_test.py', 'codePath': 'Supporting_files\\main_test.py', 'git': {'remote': 'https://gitlab.doc.ic.ac.uk/jw923/MScDataSparqProject.git', 'commit': '275f254c7ca8dfa9c7a613a5d2e207f88bcb44ab'}, 'email': 'jinyan.wang23@imperial.ac.uk', 'root': 'D:/MScDataSparqProject', 'host': 'WJY', 'username': 'jinya', 'executable': 'd:\\py\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2200.0, 'min': 0.0, 'max': 2200.0}, 'cpu_freq_per_core': [{'current': 2200.0, 'min': 0.0, 'max': 2200.0}], 'disk': {'/': {'total': 734.1572227478027, 'used': 125.63255310058594}}, 'memory': {'total': 15.728263854980469}}
