2024-03-27 11:26:59,638 INFO    StreamThr :3728 [internal.py:wandb_internal():86] W&B internal server running at pid: 3728, started at: 2024-03-27 11:26:59.638759
2024-03-27 11:26:59,650 DEBUG   HandlerThread:3728 [handler.py:handle_request():146] handle_request: status
2024-03-27 11:26:59,653 INFO    WriterThread:3728 [datastore.py:open_for_write():87] open: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_112659-jlvilik2\run-jlvilik2.wandb
2024-03-27 11:26:59,654 DEBUG   SenderThread:3728 [sender.py:send():379] send: header
2024-03-27 11:26:59,937 DEBUG   SenderThread:3728 [sender.py:send():379] send: run
2024-03-27 11:27:01,897 INFO    SenderThread:3728 [dir_watcher.py:__init__():211] watching files in: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_112659-jlvilik2\files
2024-03-27 11:27:01,897 INFO    SenderThread:3728 [sender.py:_start_run_threads():1124] run started: jlvilik2 with start time 1711510019.638759
2024-03-27 11:27:01,910 DEBUG   HandlerThread:3728 [handler.py:handle_request():146] handle_request: check_version
2024-03-27 11:27:01,910 DEBUG   SenderThread:3728 [sender.py:send_request():406] send_request: check_version
2024-03-27 11:27:03,350 DEBUG   HandlerThread:3728 [handler.py:handle_request():146] handle_request: run_start
2024-03-27 11:27:03,370 DEBUG   HandlerThread:3728 [system_info.py:__init__():26] System info init
2024-03-27 11:27:03,370 DEBUG   HandlerThread:3728 [system_info.py:__init__():41] System info init done
2024-03-27 11:27:03,370 INFO    HandlerThread:3728 [system_monitor.py:start():194] Starting system monitor
2024-03-27 11:27:03,370 INFO    HandlerThread:3728 [system_monitor.py:probe():214] Collecting system info
2024-03-27 11:27:03,370 DEBUG   HandlerThread:3728 [system_info.py:probe():150] Probing system
2024-03-27 11:27:03,370 INFO    SystemMonitor:3728 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-27 11:27:03,370 INFO    SystemMonitor:3728 [interfaces.py:start():190] Started cpu monitoring
2024-03-27 11:27:03,380 INFO    SystemMonitor:3728 [interfaces.py:start():190] Started disk monitoring
