2024-03-27 11:12:43,081 INFO    StreamThr :5884 [internal.py:wandb_internal():86] W&B internal server running at pid: 5884, started at: 2024-03-27 11:12:43.081197
2024-03-27 11:12:43,092 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status
2024-03-27 11:12:43,095 INFO    WriterThread:5884 [datastore.py:open_for_write():87] open: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_111243-thfejvlb\run-thfejvlb.wandb
2024-03-27 11:12:43,095 DEBUG   SenderThread:5884 [sender.py:send():379] send: header
2024-03-27 11:12:43,372 DEBUG   SenderThread:5884 [sender.py:send():379] send: run
2024-03-27 11:12:45,006 INFO    SenderThread:5884 [dir_watcher.py:__init__():211] watching files in: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_111243-thfejvlb\files
2024-03-27 11:12:45,009 INFO    SenderThread:5884 [sender.py:_start_run_threads():1124] run started: thfejvlb with start time 1711509163.081196
2024-03-27 11:12:45,019 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: check_version
2024-03-27 11:12:45,020 DEBUG   SenderThread:5884 [sender.py:send_request():406] send_request: check_version
2024-03-27 11:12:46,424 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: run_start
2024-03-27 11:12:46,473 DEBUG   HandlerThread:5884 [system_info.py:__init__():26] System info init
2024-03-27 11:12:46,473 DEBUG   HandlerThread:5884 [system_info.py:__init__():41] System info init done
2024-03-27 11:12:46,473 INFO    HandlerThread:5884 [system_monitor.py:start():194] Starting system monitor
2024-03-27 11:12:46,475 INFO    HandlerThread:5884 [system_monitor.py:probe():214] Collecting system info
2024-03-27 11:12:46,475 DEBUG   HandlerThread:5884 [system_info.py:probe():150] Probing system
2024-03-27 11:12:46,476 INFO    SystemMonitor:5884 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-27 11:12:46,478 INFO    SystemMonitor:5884 [interfaces.py:start():190] Started cpu monitoring
2024-03-27 11:12:46,483 DEBUG   HandlerThread:5884 [system_info.py:_probe_git():135] Probing git
2024-03-27 11:12:46,483 INFO    SystemMonitor:5884 [interfaces.py:start():190] Started disk monitoring
2024-03-27 11:12:46,487 INFO    SystemMonitor:5884 [interfaces.py:start():190] Started memory monitoring
2024-03-27 11:12:46,490 INFO    SystemMonitor:5884 [interfaces.py:start():190] Started network monitoring
2024-03-27 11:12:46,719 DEBUG   HandlerThread:5884 [system_info.py:_probe_git():143] Probing git done
2024-03-27 11:12:46,719 DEBUG   HandlerThread:5884 [system_info.py:probe():198] Probing system done
2024-03-27 11:12:46,719 DEBUG   HandlerThread:5884 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.11.5', 'heartbeatAt': '2024-03-27T03:12:46.475588', 'startedAt': '2024-03-27T03:12:43.069584', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'd:\\MScDataSparqProject\\Supporting_files\\main_test.py', 'codePathLocal': 'main_test.py', 'codePath': 'Supporting_files\\main_test.py', 'git': {'remote': 'https://gitlab.doc.ic.ac.uk/jw923/MScDataSparqProject.git', 'commit': '275f254c7ca8dfa9c7a613a5d2e207f88bcb44ab'}, 'email': 'jinyan.wang23@imperial.ac.uk', 'root': 'D:/MScDataSparqProject', 'host': 'WJY', 'username': 'jinya', 'executable': 'd:\\py\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2200.0, 'min': 0.0, 'max': 2200.0}, 'cpu_freq_per_core': [{'current': 2200.0, 'min': 0.0, 'max': 2200.0}], 'disk': {'/': {'total': 734.1572227478027, 'used': 125.63069534301758}}, 'memory': {'total': 15.728263854980469}}
2024-03-27 11:12:46,719 INFO    HandlerThread:5884 [system_monitor.py:probe():224] Finished collecting system info
2024-03-27 11:12:46,719 INFO    HandlerThread:5884 [system_monitor.py:probe():227] Publishing system info
2024-03-27 11:12:46,719 DEBUG   HandlerThread:5884 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-03-27 11:12:47,021 INFO    Thread-21 :5884 [dir_watcher.py:_on_file_created():271] file/dir created: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_111243-thfejvlb\files\conda-environment.yaml
2024-03-27 11:12:56,930 DEBUG   HandlerThread:5884 [system_info.py:_save_conda():222] Saving conda packages done
2024-03-27 11:12:56,935 INFO    HandlerThread:5884 [system_monitor.py:probe():229] Finished publishing system info
2024-03-27 11:12:56,940 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:12:56,940 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: keepalive
2024-03-27 11:12:56,940 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:12:56,940 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: keepalive
2024-03-27 11:12:56,940 DEBUG   SenderThread:5884 [sender.py:send():379] send: files
2024-03-27 11:12:56,940 INFO    SenderThread:5884 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-03-27 11:12:57,104 INFO    Thread-21 :5884 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_111243-thfejvlb\files\conda-environment.yaml
2024-03-27 11:12:57,105 INFO    Thread-21 :5884 [dir_watcher.py:_on_file_created():271] file/dir created: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_111243-thfejvlb\files\wandb-metadata.json
2024-03-27 11:12:57,491 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: python_packages
2024-03-27 11:12:57,491 DEBUG   SenderThread:5884 [sender.py:send_request():406] send_request: python_packages
2024-03-27 11:12:57,491 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:12:57,491 DEBUG   SenderThread:5884 [sender.py:send_request():406] send_request: stop_status
2024-03-27 11:12:57,495 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:12:58,105 INFO    Thread-21 :5884 [dir_watcher.py:_on_file_created():271] file/dir created: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_111243-thfejvlb\files\requirements.txt
2024-03-27 11:12:58,636 DEBUG   SenderThread:5884 [sender.py:send():379] send: telemetry
2024-03-27 11:12:58,637 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:12:58,952 INFO    wandb-upload_0:5884 [upload_job.py:push():131] Uploaded file C:\Users\jinya\AppData\Local\Temp\tmpb0lqforewandb\q6l12mz0-wandb-metadata.json
2024-03-27 11:13:03,668 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:13:08,717 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:13:12,499 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:13:12,499 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:13:12,499 DEBUG   SenderThread:5884 [sender.py:send_request():406] send_request: stop_status
2024-03-27 11:13:13,930 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:13:15,262 INFO    Thread-21 :5884 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_111243-thfejvlb\files\config.yaml
2024-03-27 11:13:19,382 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:13:24,390 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:13:27,506 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:13:27,509 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:13:27,509 DEBUG   SenderThread:5884 [sender.py:send_request():406] send_request: stop_status
2024-03-27 11:13:29,966 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:13:34,988 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:13:40,016 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:13:42,516 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:13:42,518 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:13:42,518 DEBUG   SenderThread:5884 [sender.py:send_request():406] send_request: stop_status
2024-03-27 11:13:45,975 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:13:46,508 DEBUG   SystemMonitor:5884 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-27 11:13:46,510 DEBUG   SenderThread:5884 [sender.py:send():379] send: stats
2024-03-27 11:13:51,533 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:13:56,552 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:13:57,533 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:13:57,533 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:13:57,534 DEBUG   SenderThread:5884 [sender.py:send_request():406] send_request: stop_status
2024-03-27 11:14:02,052 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:14:07,085 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:14:12,148 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:14:12,541 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:14:12,541 DEBUG   SenderThread:5884 [sender.py:send_request():406] send_request: stop_status
2024-03-27 11:14:12,546 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:14:16,523 DEBUG   SenderThread:5884 [sender.py:send():379] send: stats
2024-03-27 11:14:17,535 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:14:22,559 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:14:27,535 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:14:27,553 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:14:27,553 DEBUG   SenderThread:5884 [sender.py:send_request():406] send_request: stop_status
2024-03-27 11:14:28,035 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:14:33,045 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:14:38,069 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:14:42,544 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 11:14:42,553 DEBUG   HandlerThread:5884 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:14:42,553 DEBUG   SenderThread:5884 [sender.py:send_request():406] send_request: stop_status
