2024-03-27 15:41:44,770 INFO    StreamThr :19268 [internal.py:wandb_internal():86] W&B internal server running at pid: 19268, started at: 2024-03-27 15:41:44.769161
2024-03-27 15:41:44,776 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status
2024-03-27 15:41:44,779 INFO    WriterThread:19268 [datastore.py:open_for_write():87] open: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_154144-vlij26eh\run-vlij26eh.wandb
2024-03-27 15:41:44,781 DEBUG   SenderThread:19268 [sender.py:send():379] send: header
2024-03-27 15:41:44,894 DEBUG   SenderThread:19268 [sender.py:send():379] send: run
2024-03-27 15:41:46,049 INFO    SenderThread:19268 [dir_watcher.py:__init__():211] watching files in: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_154144-vlij26eh\files
2024-03-27 15:41:46,049 INFO    SenderThread:19268 [sender.py:_start_run_threads():1124] run started: vlij26eh with start time 1711525304.768161
2024-03-27 15:41:46,066 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: check_version
2024-03-27 15:41:46,067 DEBUG   SenderThread:19268 [sender.py:send_request():406] send_request: check_version
2024-03-27 15:41:51,082 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:41:51,084 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: run_start
2024-03-27 15:41:51,124 DEBUG   HandlerThread:19268 [system_info.py:__init__():26] System info init
2024-03-27 15:41:51,124 DEBUG   HandlerThread:19268 [system_info.py:__init__():41] System info init done
2024-03-27 15:41:51,124 INFO    HandlerThread:19268 [system_monitor.py:start():194] Starting system monitor
2024-03-27 15:41:51,130 INFO    HandlerThread:19268 [system_monitor.py:probe():214] Collecting system info
2024-03-27 15:41:51,130 INFO    SystemMonitor:19268 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-27 15:41:51,131 DEBUG   HandlerThread:19268 [system_info.py:probe():150] Probing system
2024-03-27 15:41:51,131 INFO    SystemMonitor:19268 [interfaces.py:start():190] Started cpu monitoring
2024-03-27 15:41:51,133 INFO    SystemMonitor:19268 [interfaces.py:start():190] Started disk monitoring
2024-03-27 15:41:51,133 DEBUG   HandlerThread:19268 [system_info.py:_probe_git():135] Probing git
2024-03-27 15:41:51,140 INFO    SystemMonitor:19268 [interfaces.py:start():190] Started memory monitoring
2024-03-27 15:41:51,142 INFO    SystemMonitor:19268 [interfaces.py:start():190] Started network monitoring
2024-03-27 15:41:51,456 DEBUG   HandlerThread:19268 [system_info.py:_probe_git():143] Probing git done
2024-03-27 15:41:51,456 DEBUG   HandlerThread:19268 [system_info.py:probe():198] Probing system done
2024-03-27 15:41:51,456 DEBUG   HandlerThread:19268 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.11.5', 'heartbeatAt': '2024-03-27T07:41:51.131423', 'startedAt': '2024-03-27T07:41:44.753957', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'd:\\MScDataSparqProject\\Supporting_files\\main_test.py', 'codePathLocal': 'main_test.py', 'codePath': 'Supporting_files\\main_test.py', 'git': {'remote': 'https://gitlab.doc.ic.ac.uk/jw923/MScDataSparqProject.git', 'commit': '275f254c7ca8dfa9c7a613a5d2e207f88bcb44ab'}, 'email': 'jinyan.wang23@imperial.ac.uk', 'root': 'D:/MScDataSparqProject', 'host': 'WJY', 'username': 'jinya', 'executable': 'd:\\py\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2200.0, 'min': 0.0, 'max': 2200.0}, 'cpu_freq_per_core': [{'current': 2200.0, 'min': 0.0, 'max': 2200.0}], 'disk': {'/': {'total': 734.1572227478027, 'used': 125.63227844238281}}, 'memory': {'total': 15.728263854980469}}
2024-03-27 15:41:51,456 INFO    HandlerThread:19268 [system_monitor.py:probe():224] Finished collecting system info
2024-03-27 15:41:51,456 INFO    HandlerThread:19268 [system_monitor.py:probe():227] Publishing system info
2024-03-27 15:41:51,456 DEBUG   HandlerThread:19268 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-03-27 15:41:52,133 INFO    Thread-21 :19268 [dir_watcher.py:_on_file_created():271] file/dir created: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_154144-vlij26eh\files\conda-environment.yaml
2024-03-27 15:42:01,697 DEBUG   HandlerThread:19268 [system_info.py:_save_conda():222] Saving conda packages done
2024-03-27 15:42:01,697 INFO    HandlerThread:19268 [system_monitor.py:probe():229] Finished publishing system info
2024-03-27 15:42:01,709 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:42:01,709 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: keepalive
2024-03-27 15:42:01,709 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:42:01,709 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: keepalive
2024-03-27 15:42:01,712 DEBUG   SenderThread:19268 [sender.py:send():379] send: files
2024-03-27 15:42:01,712 INFO    SenderThread:19268 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-03-27 15:42:02,224 INFO    Thread-21 :19268 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_154144-vlij26eh\files\conda-environment.yaml
2024-03-27 15:42:02,224 INFO    Thread-21 :19268 [dir_watcher.py:_on_file_created():271] file/dir created: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_154144-vlij26eh\files\wandb-metadata.json
2024-03-27 15:42:02,238 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: python_packages
2024-03-27 15:42:02,238 DEBUG   SenderThread:19268 [sender.py:send_request():406] send_request: python_packages
2024-03-27 15:42:02,243 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 15:42:02,244 DEBUG   SenderThread:19268 [sender.py:send_request():406] send_request: stop_status
2024-03-27 15:42:02,244 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 15:42:02,497 DEBUG   SenderThread:19268 [sender.py:send():379] send: telemetry
2024-03-27 15:42:02,801 INFO    wandb-upload_0:19268 [upload_job.py:push():131] Uploaded file C:\Users\jinya\AppData\Local\Temp\tmpzmtnqvn2wandb\2wtwebty-wandb-metadata.json
2024-03-27 15:42:03,231 INFO    Thread-21 :19268 [dir_watcher.py:_on_file_created():271] file/dir created: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_154144-vlij26eh\files\requirements.txt
2024-03-27 15:42:04,232 INFO    Thread-21 :19268 [dir_watcher.py:_on_file_created():271] file/dir created: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_154144-vlij26eh\files\output.log
2024-03-27 15:42:06,256 INFO    Thread-21 :19268 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_154144-vlij26eh\files\output.log
2024-03-27 15:42:06,288 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:42:11,313 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:42:16,347 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:42:17,234 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 15:42:17,234 DEBUG   SenderThread:19268 [sender.py:send_request():406] send_request: stop_status
2024-03-27 15:42:17,265 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 15:42:17,366 INFO    Thread-21 :19268 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_154144-vlij26eh\files\config.yaml
2024-03-27 15:42:22,581 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:42:27,616 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:42:32,249 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 15:42:32,250 DEBUG   SenderThread:19268 [sender.py:send_request():406] send_request: stop_status
2024-03-27 15:42:32,282 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 15:42:33,606 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:42:38,648 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:42:43,690 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:42:47,255 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 15:42:47,255 DEBUG   SenderThread:19268 [sender.py:send_request():406] send_request: stop_status
2024-03-27 15:42:47,289 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 15:42:49,529 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:42:51,170 DEBUG   SystemMonitor:19268 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-27 15:42:51,173 DEBUG   SenderThread:19268 [sender.py:send():379] send: stats
2024-03-27 15:42:55,218 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:43:00,269 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:43:02,265 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 15:43:02,265 DEBUG   SenderThread:19268 [sender.py:send_request():406] send_request: stop_status
2024-03-27 15:43:02,293 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 15:43:05,650 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:43:10,678 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:43:15,728 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:43:17,271 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 15:43:17,273 DEBUG   SenderThread:19268 [sender.py:send_request():406] send_request: stop_status
2024-03-27 15:43:17,287 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 15:43:21,179 DEBUG   SenderThread:19268 [sender.py:send():379] send: stats
2024-03-27 15:43:21,183 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:43:26,211 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:43:31,248 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:43:32,272 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 15:43:32,273 DEBUG   SenderThread:19268 [sender.py:send_request():406] send_request: stop_status
2024-03-27 15:43:32,295 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 15:43:36,612 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:43:41,637 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:43:46,674 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:43:47,272 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 15:43:47,273 DEBUG   SenderThread:19268 [sender.py:send_request():406] send_request: stop_status
2024-03-27 15:43:47,304 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 15:43:51,180 DEBUG   SenderThread:19268 [sender.py:send():379] send: stats
2024-03-27 15:43:52,188 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:43:57,223 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:44:02,253 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:44:02,286 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 15:44:02,286 DEBUG   SenderThread:19268 [sender.py:send_request():406] send_request: stop_status
2024-03-27 15:44:02,317 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 15:44:07,648 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:44:12,685 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:44:17,287 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 15:44:17,288 DEBUG   SenderThread:19268 [sender.py:send_request():406] send_request: stop_status
2024-03-27 15:44:17,319 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 15:44:18,603 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:44:21,190 DEBUG   SenderThread:19268 [sender.py:send():379] send: stats
2024-03-27 15:44:24,225 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:44:29,249 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:44:32,289 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 15:44:32,289 DEBUG   SenderThread:19268 [sender.py:send_request():406] send_request: stop_status
2024-03-27 15:44:32,338 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 15:44:34,654 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:44:39,700 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:44:44,738 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 15:44:47,305 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 15:44:47,305 DEBUG   SenderThread:19268 [sender.py:send_request():406] send_request: stop_status
2024-03-27 15:44:47,351 DEBUG   HandlerThread:19268 [handler.py:handle_request():146] handle_request: internal_messages
