2024-03-27 11:16:02,269 INFO    StreamThr :1704 [internal.py:wandb_internal():86] W&B internal server running at pid: 1704, started at: 2024-03-27 11:16:02.268357
2024-03-27 11:16:02,272 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status
2024-03-27 11:16:02,278 INFO    WriterThread:1704 [datastore.py:open_for_write():87] open: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_111602-dupiuh6h\run-dupiuh6h.wandb
2024-03-27 11:16:02,283 DEBUG   SenderThread:1704 [sender.py:send():379] send: header
2024-03-27 11:16:02,542 DEBUG   SenderThread:1704 [sender.py:send():379] send: run
2024-03-27 11:16:04,540 INFO    SenderThread:1704 [dir_watcher.py:__init__():211] watching files in: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_111602-dupiuh6h\files
2024-03-27 11:16:04,541 INFO    SenderThread:1704 [sender.py:_start_run_threads():1124] run started: dupiuh6h with start time 1711509362.267622
2024-03-27 11:16:04,551 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: check_version
2024-03-27 11:16:04,551 DEBUG   SenderThread:1704 [sender.py:send_request():406] send_request: check_version
2024-03-27 11:16:05,945 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: run_start
2024-03-27 11:16:05,960 DEBUG   HandlerThread:1704 [system_info.py:__init__():26] System info init
2024-03-27 11:16:05,960 DEBUG   HandlerThread:1704 [system_info.py:__init__():41] System info init done
2024-03-27 11:16:05,960 INFO    HandlerThread:1704 [system_monitor.py:start():194] Starting system monitor
2024-03-27 11:16:05,960 INFO    HandlerThread:1704 [system_monitor.py:probe():214] Collecting system info
2024-03-27 11:16:05,960 INFO    SystemMonitor:1704 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-27 11:16:05,960 DEBUG   HandlerThread:1704 [system_info.py:probe():150] Probing system
2024-03-27 11:16:05,960 INFO    SystemMonitor:1704 [interfaces.py:start():190] Started cpu monitoring
2024-03-27 11:16:05,966 INFO    SystemMonitor:1704 [interfaces.py:start():190] Started disk monitoring
2024-03-27 11:16:05,970 INFO    SystemMonitor:1704 [interfaces.py:start():190] Started memory monitoring
2024-03-27 11:16:05,970 INFO    SystemMonitor:1704 [interfaces.py:start():190] Started network monitoring
2024-03-27 11:16:05,983 DEBUG   HandlerThread:1704 [system_info.py:_probe_git():135] Probing git
2024-03-27 11:16:06,219 DEBUG   HandlerThread:1704 [system_info.py:_probe_git():143] Probing git done
2024-03-27 11:16:06,219 DEBUG   HandlerThread:1704 [system_info.py:probe():198] Probing system done
2024-03-27 11:16:06,219 DEBUG   HandlerThread:1704 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.11.5', 'heartbeatAt': '2024-03-27T03:16:05.960492', 'startedAt': '2024-03-27T03:16:02.253016', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'd:\\MScDataSparqProject\\Supporting_files\\main_test.py', 'codePathLocal': 'main_test.py', 'codePath': 'Supporting_files\\main_test.py', 'git': {'remote': 'https://gitlab.doc.ic.ac.uk/jw923/MScDataSparqProject.git', 'commit': '275f254c7ca8dfa9c7a613a5d2e207f88bcb44ab'}, 'email': 'jinyan.wang23@imperial.ac.uk', 'root': 'D:/MScDataSparqProject', 'host': 'WJY', 'username': 'jinya', 'executable': 'd:\\py\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2200.0, 'min': 0.0, 'max': 2200.0}, 'cpu_freq_per_core': [{'current': 2200.0, 'min': 0.0, 'max': 2200.0}], 'disk': {'/': {'total': 734.1572227478027, 'used': 125.63075256347656}}, 'memory': {'total': 15.728263854980469}}
2024-03-27 11:16:06,219 INFO    HandlerThread:1704 [system_monitor.py:probe():224] Finished collecting system info
2024-03-27 11:16:06,219 INFO    HandlerThread:1704 [system_monitor.py:probe():227] Publishing system info
2024-03-27 11:16:06,219 DEBUG   HandlerThread:1704 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-03-27 11:16:06,551 INFO    Thread-21 :1704 [dir_watcher.py:_on_file_created():271] file/dir created: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_111602-dupiuh6h\files\conda-environment.yaml
2024-03-27 11:16:16,565 DEBUG   HandlerThread:1704 [system_info.py:_save_conda():222] Saving conda packages done
2024-03-27 11:16:16,565 INFO    HandlerThread:1704 [system_monitor.py:probe():229] Finished publishing system info
2024-03-27 11:16:16,575 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:16:16,575 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: keepalive
2024-03-27 11:16:16,575 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 11:16:16,575 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: keepalive
2024-03-27 11:16:16,575 DEBUG   SenderThread:1704 [sender.py:send():379] send: files
2024-03-27 11:16:16,575 INFO    SenderThread:1704 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-03-27 11:16:16,597 INFO    Thread-21 :1704 [dir_watcher.py:_on_file_modified():288] file/dir modified: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_111602-dupiuh6h\files\conda-environment.yaml
2024-03-27 11:16:16,597 INFO    Thread-21 :1704 [dir_watcher.py:_on_file_created():271] file/dir created: D:\MScDataSparqProject\Supporting_files\wandb\run-20240327_111602-dupiuh6h\files\wandb-metadata.json
2024-03-27 11:16:17,113 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: python_packages
2024-03-27 11:16:17,113 DEBUG   SenderThread:1704 [sender.py:send_request():406] send_request: python_packages
2024-03-27 11:16:17,113 DEBUG   HandlerThread:1704 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 11:16:17,113 DEBUG   SenderThread:1704 [sender.py:send_request():406] send_request: stop_status
